contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;domicilio_calle
00069458/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/02/2021;23:19:48;4.0;Barracas;ALCORTA, AMANCIO AV.;1945.0;;-34.6396764826921;-58.3889746875519;App BA 147;Femenino;Abierto;;
00069079/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/02/2021;13:58:58;9.0;Liniers;JACQUES, AMADEO;7000.0;;-34.6363231604677;-58.527945045422;GCS Web;Masculino;Abierto;;
00069161/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/02/2021;16:13:35;12.0;Villa Pueyrredon;ALVAREZ PRADO, MANUEL;;ESTADO PLURINACIONAL DE BOLIVIA;-34.5726666249507;-58.5092063450507;App BA 147;Masculino;Cerrado;18/02/2021 11:45:32;
00069058/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/02/2021;13:49:23;9.0;Liniers;PAZ, GRAL. AV.;10300.0;;-34.63561980142;-58.529263964936;GCS Web;Masculino;Abierto;;
00069069/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/02/2021;13:53:40;9.0;Liniers;CUZCO;200.0;;-34.6374427281408;-58.5279907805241;GCS Web;Masculino;Abierto;;
00069535/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/02/2021;09:07:57;11.0;Villa Del Parque;SASTRE, MARCOS;3579.0;;-34.6077712268054;-58.4956323752089;App BA 147;Femenino;Abierto;;
00069959/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/02/2021;15:09:22;11.0;Villa Gral. Mitre;MAGARIÑOS CERVANTES, A.;2137.0;;-34.6085325725898;-58.4706003171665;App BA 147;Femenino;Abierto;;
00069747/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/02/2021;12:06:54;11.0;Villa Santa Rita;CONDARCO;1848.0;;-34.6116189006155;-58.4776709801513;GCS Web;Femenino;Abierto;;
00070486/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/02/2021;01:16:08;9.0;Parque Avellaneda;ZINNY;2029.0;;-34.6562047602476;-58.4664857209263;App BA 147;Femenino;Abierto;;
00071615/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/02/2021;22:39:28;7.0;Flores;CULPINA;905.0;;-34.6396814507255;-58.4607384086383;App BA 147;Femenino;Abierto;;
00071437/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/02/2021;19:46:47;7.0;Flores;PRIMERA JUNTA;2790.0;;-34.6402815298946;-58.4595155309092;App BA 147;Femenino;Cerrado;04/03/2021 12:41:52;
00072816/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;17/02/2021;16:08:27;3.0;San Cristobal;SAN JUAN AV.;1949.0;;-34.6227637901132;-58.3933623260212;GCS Web;Femenino;Abierto;;
00071031/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/02/2021;16:14:53;11.0;Villa Santa Rita;NAZCA AV.;1490.0;;-34.6165930313729;-58.4774205054594;App BA 147;Masculino;Abierto;;
00071787/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;17/02/2021;08:01:56;12.0;Villa Urquiza;DONADO;1953.0;;-34.5741963370177;-58.4738623294035;GCS Web;Masculino;Cerrado;18/02/2021 11:34:25;
00074373/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;12:19:32;10.0;Monte Castro;JUAREZ, BENITO;2465.0;;-34.6168673569177;-58.5071717622248;GCS Web;Masculino;Abierto;;
00075277/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;19:08:27;12.0;Villa Pueyrredon;EL GAUCHO;6181.0;;-34.5730185289876;-58.5093598508395;App BA 147;Femenino;Cerrado;19/02/2021 10:47:02;
00075157/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;18:04:05;8.0;Villa Soldati;RABANAL, FRANCISCO, INTENDENTE AV.;2700.0;;-34.6627202241816;-58.4329603332762;GCS Web;Femenino;Abierto;;
00075681/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;23:55:08;10.0;Monte Castro;ALLENDE;2222.0;;-34.6196431613552;-58.5062742349303;App BA 147;Femenino;Abierto;;
00075976/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;19/02/2021;09:27:27;1.0;Puerto Madero;DE LOS ITALIANOS AV.;1000.0;;-34.609274135899;-58.3599189138765;GCS Web;Masculino;Abierto;;
00076144/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;19/02/2021;11:47:52;12.0;Villa Pueyrredon;NAZCA;4863.0;;-34.5849542591303;-58.5033120231766;GCS Web;Femenino;Cerrado;25/02/2021 14:19:09;
00075308/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;19:25:31;12.0;Villa Pueyrredon;DE LOS CONSTITUYENTES AV.;6122.0;;-34.570882274463;-58.5076614297614;App BA 147;Femenino;Cerrado;19/02/2021 10:42:29;
00077139/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;19/02/2021;19:55:20;12.0;Villa Urquiza;HOLMBERG;2310.0;;-34.5703595807696;-58.4758666693738;App BA 147;Masculino;Cerrado;01/03/2021 10:56:16;
00074693/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;14:40:11;14.0;Palermo;GORRITI;5390.0;;-34.5867068770678;-58.4350012485895;GCS Web;Masculino;Abierto;;
00071974/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;17/02/2021;10:01:32;12.0;Villa Pueyrredon;GAVILAN;4697.0;;-34.5814560569769;-58.4941293525874;Call Center;Masculino;Cerrado;19/02/2021 10:05:09;
00077325/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;19/02/2021;23:07:49;10.0;Villa Luro;MOZART;211.0;;-34.6391561975726;-58.4916728618929;App BA 147;Femenino;Abierto;;
00077045/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;19/02/2021;19:05:41;13.0;Belgrano;CABILDO AV.;2433.0;;-34.5587831034353;-58.4593241390637;App BA 147;Femenino;Cerrado;09/03/2021 22:23:10;
00074738/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;18/02/2021;14:59:25;15.0;Villa Crespo;CORRIENTES AV.;5458.0;;-34.597657900507;-58.4413184606;GCS Web;Femenino;Abierto;;
00077460/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;20/02/2021;07:57:37;3.0;Balvanera;SARANDI;;BELGRANO AV.;-34.6140348420425;-58.3946783361945;GCS Web;Femenino;Abierto;;
00080474/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;22/02/2021;13:11:20;13.0;Belgrano;MONTAÑESES;1961.0;;-34.5586786314033;-58.4477359475792;GCS Web;Masculino;Cerrado;09/03/2021 22:21:21;
00080625/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;22/02/2021;14:19:11;1.0;San Nicolas;CORRIENTES AV.;985.0;;-34.6035678134601;-58.3806750925419;GCS Web;Femenino;Abierto;;
00082041/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;23/02/2021;11:01:13;7.0;Flores;BILBAO, FRANCISCO;2048.0;;-34.6331113644238;-58.4555738295687;GCS Web;Masculino;Cerrado;09/03/2021 11:28:07;
00082478/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;23/02/2021;13:31:56;8.0;Villa Soldati;ESCALADA AV.;4702.0;;-34.6787418829293;-58.4519166255132;App BA 147;Masculino;Abierto;;
00083602/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;23/02/2021;20:18:27;12.0;Villa Pueyrredon;GAVILAN;4500.0;;-34.5830102617777;-58.4928266074616;Call Center;Femenino;Cerrado;25/02/2021 14:11:13;
00087805/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/02/2021;13:22:03;6.0;Caballito;MORENO, JOSE MARIA AV.;440.0;;-34.6236145669916;-58.4344966227371;App BA 147;Femenino;Cerrado;17/03/2021 10:16:09;
00085551/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;24/02/2021;15:43:26;6.0;Caballito;PLANES;1169.0;;-34.6124408789147;-58.4503323126939;GCS Web;Femenino;Cerrado;25/02/2021 14:09:24;
00088822/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/02/2021;19:44:09;4.0;Nueva Pompeya;CHILAVERT, MARTINIANO, CORONEL;1630.0;;-34.6460063278433;-58.4287378361295;GCS Web;Femenino;Abierto;;
00085302/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;24/02/2021;14:26:00;14.0;Palermo;CABRERA, JOSE A.;5065.0;;-34.5895405836911;-58.4327436995408;App BA 147;Masculino;Abierto;;
00087361/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/02/2021;10:36:08;12.0;Villa Urquiza;BARZANA;2173.0;;-34.5784968543815;-58.4883092274693;App BA 147;Femenino;Abierto;;
00087356/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/02/2021;10:34:11;12.0;Villa Urquiza;BARZANA;2173.0;;-34.5784968543815;-58.4883092274693;App BA 147;Femenino;Cerrado;12/03/2021 11:23:46;
00088075/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;25/02/2021;14:53:27;12.0;Villa Urquiza;LE BRETON, TOMAS A.;5763.0;;-34.5747219737151;-58.497232024727;App BA 147;Masculino;Cerrado;12/03/2021 11:08:31;
00090125/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;26/02/2021;12:22:39;5.0;Almagro;DIAZ VELEZ AV.;4237.0;;-34.6085989450793;-58.4268427874729;GCS Web;Masculino;Abierto;;
00090133/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;26/02/2021;12:25:01;10.0;Villa Luro;CALDERON DE LA BARCA, PEDRO;31.0;;-34.6366604655108;-58.4965850903783;GCS Web;Femenino;Abierto;;
00092268/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;27/02/2021;15:26:54;10.0;Velez Sarsfield;LARROQUE DE ROFFO, ELENA;4752.0;;-34.62947054361;-58.4958466267292;App BA 147;Masculino;Abierto;;
00091674/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;27/02/2021;08:12:21;14.0;Palermo;OLLEROS;2057.0;;-34.567601087592;-58.441051423461;App BA 147;Femenino;Abierto;;
00093414/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;28/02/2021;16:40:59;13.0;Belgrano;ECHEVERRIA;2717.0;;-34.5647333612808;-58.458922120256;Call Center;Femenino;Cerrado;12/03/2021 10:54:39;
00093756/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;28/02/2021;21:04:27;7.0;Flores;DELLEPIANE, LUIS, TTE. GRAL.;3279.0;;-34.6442330308271;-58.4628071949891;GCS Web;Femenino;Cerrado;15/03/2021 10:09:12;
00093112/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;28/02/2021;11:27:25;14.0;Palermo;KENNEDY, JOHN FITZGERALD;3200.0;;-34.5728308140319;-58.4167554710817;Operador GCBA;Masculino;Cerrado;07/04/2021 16:29:08;
00095038/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;01/03/2021;14:07:59;15.0;Chacarita;ROSETI;1069.0;;-34.5819242968185;-58.457875868304;App BA 147;Masculino;Abierto;;
00095673/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;01/03/2021;17:49:08;6.0;Caballito;PAYSANDU;1661.0;;-34.6051937373761;-58.4579016234954;GCS Web;Femenino;Abierto;;
00098524/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;02/03/2021;18:34:27;7.0;Flores;PRIMERA JUNTA;2755.0;;-34.6402193397638;-58.4595757513711;GCS Web;Femenino;Cerrado;15/03/2021 10:13:58;
00097313/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;02/03/2021;12:25:25;14.0;Palermo;PARAGUAY;5628.0;;-34.5760488583474;-58.435368324358;GCS Web;Masculino;Cerrado;16/03/2021 11:35:01;
00097902/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;02/03/2021;15:37:49;5.0;Almagro;TROILO, ANIBAL;954.0;;-34.6030223470737;-58.4320859217917;GCS Web;Femenino;Abierto;;
00097292/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;02/03/2021;12:18:39;14.0;Palermo;AREVALO;2274.0;;-34.5764776657118;-58.4353815645062;GCS Web;Masculino;Cerrado;12/03/2021 10:52:25;
00101786/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/03/2021;20:34:42;7.0;Flores;MENDEZ DE ANDES;2145.0;;-34.6211331607792;-58.4626472315341;GCS Web;Masculino;Abierto;;
00101438/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/03/2021;18:03:54;11.0;Villa Gral. Mitre;CAMARONES;1690.0;;-34.6049649395465;-58.4653870282607;GCS Web;Femenino;Abierto;;
00099239/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/03/2021;01:24:53;9.0;Liniers;EL MIRASOL;174.0;;-34.6411732651673;-58.5252561119607;App BA 147;Femenino;Cerrado;12/03/2021 10:50:02;
00102713/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/03/2021;11:27:00;14.0;Palermo;ARMENIA;2341.0;;-34.5848656866652;-58.4201764242108;App BA 147;Femenino;Cerrado;19/03/2021 11:43:49;
00102844/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/03/2021;12:09:21;7.0;Parque Chacabuco;VIEL;1339.0;;-34.6323500301843;-58.4296648988914;GCS Web;Femenino;Cerrado;21/04/2021 09:38:37;
00103009/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/03/2021;12:57:54;8.0;Villa Riachuelo;PAZ, GRAL. AV.;16022.0;;-34.6912106514937;-58.4787336446498;GCS Web;Masculino;Abierto;;
00104783/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;05/03/2021;08:57:46;10.0;Floresta;ARANGUREN, JUAN F., DR.;4130.0;;-34.629040728617;-58.4870914477536;GCS Web;Masculino;Abierto;;
00105683/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;05/03/2021;14:35:46;3.0;San Cristobal;PAVON;2377.0;;-34.6270518667892;-58.3983376700657;GCS Web;Masculino;Abierto;;
00106835/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/03/2021;01:22:51;3.0;Balvanera;SAN LUIS;3067.0;;-34.5994898226166;-58.4081699928487;GCS Web;Masculino;Cerrado;12/03/2021 10:41:52;
00108035/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/03/2021;21:21:46;15.0;Villa Crespo;GALICIA;729.0;;-34.6054317891308;-58.4510031632519;GCS Web;Femenino;Cerrado;12/03/2021 10:39:54;
00107119/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/03/2021;10:24:16;2.0;Recoleta;GUTIERREZ, JUAN MARIA;2668.0;;-34.586765413751;-58.3999511178507;GCS Web;Masculino;Abierto;;
00106771/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/03/2021;00:21:51;3.0;Balvanera;TUCUMAN;3282.0;;-34.6003568207142;-58.4119623324448;GCS Web;Masculino;Cerrado;12/03/2021 10:43:06;
00109128/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;SOLICITUD;07/03/2021;22:18:12;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Abierto;;
00109125/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/03/2021;22:15:38;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Cerrado;12/03/2021 11:01:55;
00110630/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/03/2021;14:22:43;1.0;Monserrat;;;;-34.6097553711103;-58.3899041161498;Call Center;Femenino;Cerrado;12/03/2021 10:33:48;
00111048/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/03/2021;17:00:48;9.0;Liniers;ACONCAGUA;5810.0;;-34.6461117734395;-58.5055576807131;GCS Web;Femenino;Cerrado;12/03/2021 10:30:01;
00111025/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/03/2021;16:57:06;2.0;Recoleta;QUINTANA, MANUEL, PRES.;365.0;;-34.5894507746705;-58.3885249404794;GCS Web;Femenino;Abierto;;
00113273/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/03/2021;15:55:37;7.0;Parque Chacabuco;ZUVIRIA;757.0;;-34.6296850616117;-58.4362022668391;GCS Web;Femenino;Abierto;;
00117019/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/03/2021;22:59:48;7.0;Flores;LAFUENTE AV.;1424.0;;-34.6468627390986;-58.4581073735918;App BA 147;Femenino;Cerrado;14/04/2021 15:35:48;
00116220/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/03/2021;16:40:45;3.0;Balvanera;RIOBAMBA;450.0;;-34.6039065085671;-58.3939664914632;GCS Web;Masculino;Cerrado;12/03/2021 10:28:40;
00118461/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/03/2021;14:41:34;3.0;Balvanera;AYACUCHO;436.0;;-34.6041894149478;-58.3953715447837;GCS Web;Femenino;Abierto;;
00109297/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/03/2021;00:43:46;11.0;Villa Gral. Mitre;DIAZ, CESAR, GRAL.;1401.0;;-34.605642262135;-58.4607581052452;App BA 147;Femenino;Abierto;;
00119194/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/03/2021;19:44:17;12.0;Saavedra;ZAPIOLA;4548.0;;-34.5445694207774;-58.4789758857161;App BA 147;Masculino;Cerrado;18/03/2021 10:32:13;
00118648/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/03/2021;15:53:30;5.0;Boedo;SAN JUAN AV.;4066.0;;-34.6264357000294;-58.4223606365013;GCS Web;Femenino;Abierto;;
00118668/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/03/2021;15:59:44;7.0;Flores;VALLESE, FELIPE;1741.0;;-34.6177212305864;-58.4583574239492;GCS Web;Femenino;Cerrado;21/04/2021 09:33:48;
00121616/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/03/2021;13:03:06;14.0;Palermo;FRAY JUSTO SANTAMARIA DE ORO;2255.0;;-34.5818660911384;-58.4266155711497;GCS Web;Femenino;Abierto;;
00122239/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/03/2021;21:37:27;12.0;Villa Pueyrredon;LADINES;2752.0;;-34.5827563234408;-58.5028927296153;GCS Web;Femenino;Cerrado;18/03/2021 10:40:19;
00121129/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/03/2021;23:15:38;3.0;Balvanera;URIBURU JOSE E., PRES.;616.0;;-34.6019909143464;-58.3985722275886;GCS Web;Masculino;Cerrado;16/03/2021 13:28:40;
00121317/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/03/2021;09:54:25;1.0;San Telmo;BRASIL;636.0;;-34.625637731424;-58.3745135727708;Call Center;Femenino;Abierto;;
00122388/21;202103;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;SOLICITUD;14/03/2021;06:34:44;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Abierto;;
